botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
KrBot,2970,70504,1087,0,1979,0,0,0
EmausBot,11,299,0,22,0,0,0,0
Cewbot,0,4,1387,0,0,0,0,0
QuickStatementsBot,7508,27932,34041,2271,17213,0,0,0
Choboty,0,0,0,1552,0,0,0,0
DeltaBot,0,3049,0,2,62,0,0,0
KasparBot,0,188,0,0,0,0,0,0
PreferentialBot,0,23,0,0,0,0,0,0
MatSuBot,0,275,0,0,0,0,0,0
ZkBot,0,296,0,2,0,0,0,0
Lingua Libre Bot,0,3,0,0,0,0,0,0
Pi bot,0,3074,0,0,47,0,0,0
PLbot,210,518,0,0,1,0,0,0
SuccuBot,0,222,2945,0,30,0,0,0
Reinheitsgebot,29,422,0,13,0,0,0,0
Github-wiki-bot,0,632,0,0,183,0,0,0
CommonsDelinker,0,25,0,0,25,0,0,0
MalarzBOT,0,1,0,0,1,0,0,0
EranBot,0,0,37,0,0,0,0,0
Robbot,0,268,0,0,0,0,0,0
Edoderoobot,0,57366,0,0,0,0,0,0
Dexbot,0,3,0,2,0,0,0,0
Mr.Ibrahembot,100,125,663,1150,0,0,0,0
Peter17-Bot,0,8206,0,0,0,0,0,0
Krdbot,0,0,3,4,0,0,0,0
KabouterBot,0,53,0,0,0,0,0,0
Mbchbot,0,2,0,0,0,0,0,0
TptBot,0,2,0,0,0,0,0,0
AliciaFagervingWMSE-bot,0,16,0,0,0,0,0,0
NoclaimsBot,0,15,0,0,0,0,0,0
JAnDbot,149,0,0,1,0,0,0,0
NikkiBot,0,85558,0,0,0,0,0,0
ListeriaBot,0,0,0,0,0,0,7,0
Escarbot,0,1250,0,0,0,0,0,0
BotMultichillT,0,13,0,0,2,0,0,0
Citationgraph bot 2,0,30670,0,0,0,0,0,0
Emijrpbot,0,4,0,0,0,0,0,0
Citationgraph bot,0,630,0,0,0,0,0,0
CyclingInitBot,0,30,0,0,20,0,0,0
Frettiebot,0,40217,0,0,24130,0,0,0
Florentyna,0,5,2,1,0,0,0,0
MicrobeBot,7338,0,0,0,0,0,0,0
TambonBot,1,13,0,0,2,0,0,0
