botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
KrBot,0.0,0.1365299650340173,0.0003468226317531884,0.0,0,0,0.0,0
DeltaBot,0.0,0.05099431689841795,0.0,0.031413612565445025,0,0,0.0,0
Mr.Ibrahembot,0.0001172040962831651,0.09437201275761437,0.0011508205508173979,0.5602094240837696,0,0,0.0,0
Reinheitsgebot,0.00034672878483769676,0.0034694928577236874,0.0,0.18324607329842932,0,0,0.0,0
JarBot,0.0,0.0662998400780636,0.0,0.0,0,0,0.0,0
Pi bot,0.0,0.013426214548378645,0.0,0.0,0,0,0.0,0
EranBot,0.0,0.0,0.0004098812920719499,0.0,0,0,0.0,0
Florentyna,0.0,0.00528555552543843,0.0019232891397222265,0.010471204188481676,0,0,0.0,0
EmausBot,4.8835040117985456e-06,0.0008131623885289892,0.0,0.17801047120418848,0,0,0.0,0
PreferentialBot,0.0,2.7105412950966308e-05,0.0,0.0,0,0,0.0,0
Github-wiki-bot,0.0,0.002394311477335357,0.0,0.0,0,0,0.0,0
PBot,0.0,0.00019877302830708626,0.0,0.0,0,0,0.0,0
Krdbot,0.0,0.0,3.152933015938077e-05,0.02617801047120419,0,0,0.0,0
ShonagonBot,0.0,2.7105412950966308e-05,0.0,0.0,0,0,0.0,0
KabouterBot,0.0,0.006866704614244798,0.0,0.0,0,0,0.0,0
MatSuBot,0.0002637092166371215,0.0007499164249767346,0.0,0.0,0,0,0.0,0
ValterVBot,0.0,0.00017166761535611995,0.0,0.0,0,0,0.0,0
ProteinBoxBot,4.8835040117985456e-06,0.005448188003144228,0.0,0.0,0,0,0.0,0
Robbot,0.0,0.008113553609989247,0.0,0.0,0,0,0.0,0
PLbot,0.0015529542757519376,0.0017889572547637764,0.0,0.0,0,0,0.0,0
QuickStatementsBot,0.01977819124778411,0.160644747422727,0.7693787145492094,0.0,0,0,0.0,0
Catabot,6.348555215338109e-05,0.0003704406436632062,0.0,0.0,0,0,0.0,0
KasparBot,0.0,0.0014275517487508922,0.0,0.0,0,0,0.0,0
CommonsDelinker,0.0,0.00011745678945418733,0.0,0.0,0,0,0.0,0
Dexbot,0.0,9.035137650322102e-06,0.0,0.0,0,0,0.0,0
Peter17-Bot,0.0,0.05934278408731557,0.0,0.0,0,0,0.0,0
ShBot,0.0,0.0,0.0004571752873110211,0.0,0,0,0.0,0
William Avery Bot,0.0,0.0,0.0,0.005235602094240838,0,0,0.0,0
SuccuBot,0.0,0.0019154491818682857,0.0001576466507969038,0.0,0,0,0.0,0
Escarbot,0.0,0.0735821610242232,0.0,0.0,0,0,0.0,0
Rezabot,0.0,3.614055060128841e-05,0.0,0.0,0,0,0.0,0
ListeriaBot,0.0,0.0,0.0,0.0,0,0,1.0,0
ZkBot,0.0,9.035137650322102e-06,0.0,0.0,0,0,0.0,0
Citationgraph bot 2,0.0,1.057309878115993,0.0,0.0,0,0,0.0,0
Citationgraph bot,0.0,0.04494980981035246,0.0,0.0,0,0,0.0,0
BotMultichillT,0.0,5.4210825901932616e-05,0.0,0.0,0,0,0.0,0
NikkiBot,0.0,0.5703882398648343,0.22611259123799915,0.0,0,0,0.0,0
Edoderoobot,0.0,0.4413574390805844,0.0,0.0,0,0,0.0,0
EdgarsBot,0.0,3.614055060128841e-05,0.0,0.0,0,0,0.0,0
CyclingInitBot,0.0,0.0005421082590193262,0.0,0.0,0,0,0.0,0
SteinsplitterBot,0.0,0.0,0.0,0.005235602094240838,0,0,0.0,0
Mbchbot,0.0,1.8070275300644204e-05,0.0,0.0,0,0,0.0,0
LocatorBot,0.0,8.131623885289892e-05,0.0,0.0,0,0,0.0,0
JAnDbot,9.767008023597091e-06,0.0,0.0,0.0,0,0,0.0,0
