botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
QuickStatementsBot,6861,20483,45986,0,15505,0,0,0
DeltaBot,0,4591,0,9,201,0,0,0
Github-wiki-bot,0,406,0,0,121,0,0,0
Pi bot,0,5831,0,0,113,0,0,0
Edoderoobot,0,65631,0,0,0,0,0,0
BotMultichillT,0,320,0,0,4,0,0,0
ListeriaBot,0,0,0,0,0,0,3,0
Valerio Bozzolan bot,0,6556,0,0,0,0,0,0
EmausBot,0,842,0,20,0,0,0,0
Reinheitsgebot,63,635,0,49,0,0,0,0
EranBot,0,0,59,0,0,0,0,0
Choboty,0,496,0,0,0,0,0,0
Mr.Ibrahembot,15,9,249,393,0,0,0,0
MatSuBot,209,20,0,0,0,0,0,0
ShonagonBot,0,4,0,0,0,0,0,0
Dexbot,0,9,0,3,0,0,0,0
Robbot,0,297,0,0,0,0,0,0
PLbot,337,277,0,0,1,0,0,0
JarBot,0,0,0,92,0,0,0,0
KasparBot,0,52,0,0,0,0,0,0
KrBot,72,32616,23405,1,27,0,0,0
Florentyna,0,19,3,1,0,0,0,2
TambonBot,8,125,0,0,29,0,0,0
Krdbot,0,0,0,1,0,0,0,0
KabouterBot,0,45,0,0,0,0,0,0
TptBot,0,25,0,0,0,0,0,0
CommonsDelinker,0,30,0,0,30,0,0,0
NoclaimsBot,0,11,0,0,0,0,0,0
ValterVBot,0,2,0,0,0,0,0,0
AliciaFagervingWMSE-bot,0,62,0,0,0,0,0,0
Chobot,0,1,0,0,0,0,0,0
PreferentialBot,0,2,0,0,0,0,0,0
Escarbot,0,8128,0,0,0,0,0,0
NikkiBot,0,77189,0,0,0,0,0,0
Peter17-Bot,0,8001,0,0,0,0,0,0
ProteinBoxBot,0,3,0,0,0,0,0,0
Citationgraph bot 2,0,3029,0,0,0,0,0,0
Rezabot,0,22,0,0,0,0,0,0
Emijrpbot,0,50,0,0,0,0,0,0
Citationgraph bot,0,23378,0,0,0,0,0,0
Mbchbot,0,1,0,0,0,0,0,0
CyclingInitBot,0,21,0,0,14,0,0,0
Frettiebot,0,36858,0,0,21803,0,0,0
SuccuBot,0,40,0,0,0,0,0,0
MuISBot,0,398,0,0,0,0,0,0
UrbanecmBot,0,2,0,0,0,0,0,0
