botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
EmausBot,2,1189,0,49,0,0,0,0
DeltaBot,0,1497,0,4,516,0,0,0
BotMultichillT,0,801,0,0,16,0,0,0
QuickStatementsBot,3049,37426,31195,0,11746,0,0,0
MatSuBot,0,3947,0,0,0,0,0,0
KrBot,0,53677,3423,0,561,0,0,0
Reinheitsgebot,48,928,0,22,0,0,0,0
KabouterBot,0,887,0,0,0,0,0,0
PreferentialBot,0,29,0,0,0,0,0,0
Escarbot,0,5187,0,58,0,0,0,0
ListeriaBot,0,0,0,0,0,0,7,0
PLbot,159,598,0,0,1,0,0,0
NikkiBot,0,76468,1923,0,2667,0,0,0
ProteinBoxBot,2,24948,0,0,0,0,0,0
Pi bot,0,1650,0,0,0,0,0,0
MidleadingBot,0,0,0,140,0,0,0,0
JarBot,0,5144,0,0,0,0,0,0
Dexbot,0,5,0,0,0,0,0,0
Mr.Ibrahembot,13,190,50,83,0,0,0,0
Florentyna,6,194,8,1,46,0,0,83
Krdbot,0,0,7,18,0,0,0,0
Edoderoobot,0,30144,0,0,0,0,0,0
CommonsDelinker,0,20,0,0,18,0,0,0
EranBot,0,0,42,0,0,0,0,0
Github-wiki-bot,0,398,0,0,119,0,0,0
Rezabot,0,2,0,0,0,0,0,0
KasparBot,0,56,0,0,0,0,0,0
Peter17-Bot,0,8113,0,0,0,0,0,0
Atobot,0,0,0,1,0,0,0,0
ZkBot,0,2,0,0,0,0,0,0
AGbot,0,33624,0,0,16812,0,0,0
ValterVBot,0,1,0,0,0,0,0,0
MicrobeBot,0,28933,0,0,0,0,0,0
JAnDbot,0,1556,0,0,0,0,0,0
Citationgraph bot,0,90781,0,0,0,0,0,0
Valerio Bozzolan bot,0,11,0,0,0,0,0,0
PintochBot,0,37952,0,0,0,0,0,0
EdgarsBot,0,2,0,0,0,0,0,0
NoclaimsBot,0,9,0,0,0,0,0,0
