botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
MatSuBot,0,4525,0,0,3,0,0,0
KrBot,1366,23715,252,42,810,0,0,0
DeltaBot,0,1453,0,9,20,0,0,0
Reinheitsgebot,40,23316,0,10,0,0,0,0
QuickStatementsBot,7669,34560,84191,2296,15952,0,0,0
PLbot,216,1798,0,0,1,0,0,0
Choboty,0,153,0,972,0,0,0,0
EmausBot,3,184,0,52,0,0,0,0
CommonsDelinker,0,36,0,0,33,0,0,0
Pi bot,0,2562,0,0,23,0,0,0
GZWDer (flood),31,2581,0,0,0,0,0,0
EranBot,0,0,36,0,0,0,0,0
PreferentialBot,0,49,0,0,0,0,0,0
Mr.Ibrahembot,18,41,74,113,0,0,0,0
JarBot,0,44,0,0,0,0,0,0
CyclingInitBot,69,849,0,0,167,0,0,0
Dexbot,0,17,0,11,0,0,0,0
Rezabot,3,36,0,0,0,0,0,0
Peter17-Bot,0,1730,0,0,0,0,0,0
ZkBot,0,11,0,1,0,0,0,0
Github-wiki-bot,0,190,0,0,56,0,0,0
Florentyna,0,2,5,6,0,0,0,0
SuccuBot,0,0,104,0,0,0,0,0
Valerio Bozzolan bot,0,353,0,0,0,0,0,0
KabouterBot,0,4,0,0,0,0,0,0
Mbchbot,0,3,0,0,0,0,0,0
KasparBot,0,56,0,0,0,0,0,0
SlingDateBot,0,1,0,0,0,0,0,0
Escarbot,0,1532,0,0,0,0,0,0
Citationgraph bot 2,0,76224,0,0,0,0,0,0
BotMultichillT,0,11,0,0,1,0,0,0
Emijrpbot,0,26,0,0,0,0,0,0
MidleadingBot,0,12,0,0,0,0,0,0
Robbot,0,95,0,0,0,0,0,0
ListeriaBot,0,0,0,0,0,0,6,0
NikkiBot,0,53354,18138,0,0,0,0,0
Edoderoobot,0,48938,0,0,0,0,0,0
Citationgraph bot,0,77,0,0,0,0,0,0
NoclaimsBot,0,11,0,0,0,0,0,0
Frettiebot,0,12716,0,0,7630,0,0,0
JAnDbot,2,54,0,0,0,0,0,0
UrbanecmBot,0,4,0,0,0,0,0,0
ShonagonBot,0,3,0,0,0,0,0,0
Research Bot,1,0,0,0,0,0,0,0
