botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
MatSuBot,0,16169,0,0,2606,0,0,0
QuickStatementsBot,881,14657,37346,0,6287,0,0,0
DeltaBot,0,1875,0,12,35,0,0,0
KrBot,0,73516,63,3,3621,0,0,0
Reinheitsgebot,48,1291,0,8,0,0,0,0
PLbot,182,86,0,0,1,0,0,0
EmausBot,3,50,0,17,0,0,0,0
ListeriaBot,0,0,0,0,0,0,5,0
Pi bot,0,2235,0,0,0,0,0,0
Mr.Ibrahembot,19,272,74,106,0,0,0,0
EranBot,0,0,29,0,0,0,0,0
Edoderoobot,0,35252,0,0,0,0,0,0
PreferentialBot,0,5,0,0,0,0,0,0
Github-wiki-bot,0,782,0,0,263,0,0,0
KabouterBot,0,15,0,0,0,0,0,0
SuccuBot,0,40,0,281,0,0,0,0
ProteinBoxBot,5,20553,0,0,0,0,0,0
CommonsDelinker,0,57,0,0,43,0,0,0
Florentyna,0,3,0,0,0,0,0,0
KasparBot,0,118,0,0,0,0,0,0
BotMultichillT,11,21,0,0,13,0,0,0
Dexbot,0,4,0,1,0,0,0,0
Krdbot,0,0,1,7,0,0,0,0
Robbot,0,184,0,0,0,0,0,0
Escarbot,0,8082,0,0,0,0,0,0
Atobot,0,0,0,1,0,0,0,0
ValterVBot,0,1,0,0,0,0,0,0
JarBot,1,35,0,0,0,0,0,0
Revibot,0,18,0,0,0,0,0,0
OrlodrimBot,0,0,0,1,0,0,0,0
EdgarsBot,20,106,0,0,0,0,0,0
Mbchbot,0,2,0,0,0,0,0,0
Peter17-Bot,0,7015,0,0,0,0,0,0
Citationgraph bot,0,89060,0,0,0,0,0,0
NikkiBot,0,40604,10075,0,0,0,0,0
NoclaimsBot,0,13,0,0,0,0,0,0
BotMultichill,45,400,0,0,0,0,0,0
ShonagonBot,0,87,0,0,0,0,0,0
