botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
MatSuBot,0,16637,0,0,0,0,0,0
Reinheitsgebot,72,1656,0,2,0,0,0,0
PLbot,289,15907,0,0,1,0,0,0
DeltaBot,0,3897,0,0,20,0,0,0
GZWDer (flood),92,17201,2625,0,0,0,0,0
QuickStatementsBot,10634,110582,41822,0,31141,0,0,0
Choboty,0,3979,0,603,0,0,0,0
CommonsDelinker,0,111,0,0,92,0,0,0
Mr.Ibrahembot,32,5,139,222,0,0,0,0
JarBot,0,187,0,0,0,0,0,0
TptBot,0,23,0,0,1,0,0,0
EmausBot,3,393,0,21,0,0,0,0
Pi bot,0,2321,0,0,36,0,0,0
ProteinBoxBot,1,4424,0,0,0,0,0,0
PreferentialBot,0,64,0,0,0,0,0,0
APSbot,1,52,0,0,0,0,0,0
KrBot,3530,34344,259,0,1105,0,0,0
AyackBot,0,388,0,0,0,0,0,0
PBot,0,12,0,0,0,0,0,0
EranBot,0,0,34,0,0,0,0,0
Robbot,0,189,0,0,0,0,0,0
Krdbot,0,0,2,2,0,0,0,0
Dexbot,0,7,0,1,0,0,0,0
KasparBot,0,52,0,0,0,0,0,0
ZkBot,0,38,0,0,0,0,0,0
KabouterBot,0,1,0,0,0,0,0,0
BotMultichillT,0,107,0,0,1,0,0,0
Github-wiki-bot,0,76,0,0,15,0,0,0
Twofivesixbot,0,4,0,0,0,0,0,0
Mbchbot,0,2,0,0,0,0,0,0
SlingDateBot,0,1,0,0,0,0,0,0
AliciaFagervingWMSE-bot,0,6,0,0,0,0,0,0
Chobot,0,65,0,0,0,0,0,0
SuccuBot,0,16,0,0,4,0,0,0
Escarbot,0,8147,0,0,0,0,0,0
NikkiBot,0,66701,17700,0,0,0,0,0
Emijrpbot,0,6,0,0,0,0,0,0
ListeriaBot,0,0,0,0,0,0,4,0
Peter17-Bot,0,5689,0,0,0,0,0,0
Edoderoobot,0,33869,0,0,0,0,0,0
Citationgraph bot 2,0,2,0,0,0,0,0,0
Citationgraph bot,0,460,0,0,0,0,0,0
Florentyna,0,13,11,0,0,0,0,0
CyclingInitBot,0,251,0,0,166,0,0,0
NoclaimsBot,0,6,0,0,0,0,0,0
ShonagonBot,0,6,0,0,0,0,0,0
