botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
PLbot,215,109,0,0,1,0,0,0
DeltaBot,0,3433,0,7,15,0,0,0
KabouterBot,0,294,0,0,0,0,0,0
MatSuBot,35,1528,0,0,14,0,0,0
EmausBot,2,79,0,22,0,0,0,0
Mr.Ibrahembot,18,192,81,155,0,0,0,0
Revibot,119,867,0,0,0,0,0,0
QuickStatementsBot,4453,10960,32575,0,6240,0,0,0
Pi bot,0,2709,0,0,0,0,0,0
KrBot,0,94483,0,0,332,0,0,0
Reinheitsgebot,44,859,0,8,0,0,0,0
EranBot,0,0,60,0,0,0,0,0
Edoderoobot,0,58677,0,0,0,0,0,0
Dexbot,1,21,0,1,0,0,0,0
PBot,0,6,0,0,0,0,0,0
CommonsDelinker,0,45,0,0,39,0,0,0
OrlodrimBot,0,0,0,15,0,0,0,0
Robbot,0,767,0,0,0,0,0,0
Florentyna,0,3,7,0,0,0,0,0
Github-wiki-bot,0,74,0,0,12,0,0,0
PreferentialBot,0,6,0,0,0,0,0,0
Krdbot,0,0,0,1,0,0,0,0
KasparBot,0,44,0,0,0,0,0,0
ProteinBoxBot,15,29460,0,0,0,0,0,0
William Avery Bot,0,0,0,4,0,0,0,0
Catabot,27,37,0,0,0,0,0,0
Atobot,0,0,0,1,0,0,0,0
Escarbot,0,7934,0,0,0,0,0,0
JarBot,1,81,0,0,0,0,0,0
ShonagonBot,0,16,0,0,0,0,0,0
Chobot,0,17,0,0,0,0,0,0
ZkBot,0,2,0,4,0,0,0,0
EdgarsBot,0,4,0,0,0,0,0,0
ListeriaBot,0,0,0,0,0,0,6,0
Peter17-Bot,0,4930,0,0,0,0,0,0
ShBot,0,232,0,0,0,0,0,0
BotMultichillT,0,25,0,0,13,0,0,0
SuccuBot,0,73,0,0,2,0,0,0
NikkiBot,0,47193,11549,0,0,0,0,0
Sanjeev bot,0,0,0,1,0,0,0,0
Citationgraph bot,0,87104,0,0,0,0,0,0
BotMultichill,389,2812,0,0,0,0,0,0
NoclaimsBot,0,38,0,0,0,0,0,0
MalarzBOT,0,0,1,0,0,0,0,0
