botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
MatSuBot,0,5,0,0,0,0,0,0
Reinheitsgebot,57,5927,0,2,0,0,0,0
DeltaBot,0,3963,0,5,30,0,0,0
BotMultichillT,0,1144,0,0,6,0,0,0
KrBot,0,53771,3262,0,930,0,0,0
EmausBot,2,363,0,18,0,0,0,0
Pi bot,0,1391,0,0,0,0,0,0
QuickStatementsBot,4763,33156,39662,0,11054,0,0,0
ListeriaBot,0,0,0,0,0,0,5,0
PLbot,216,353,0,0,1,0,0,0
EranBot,0,0,39,0,0,0,0,0
ProteinBoxBot,0,87,0,0,0,0,0,0
CommonsDelinker,0,46,0,0,42,0,0,0
TptBot,0,10,0,0,0,0,0,0
Github-wiki-bot,0,133,0,0,29,0,0,0
ValterVBot,0,29,0,0,0,0,0,0
KasparBot,0,84,0,0,0,0,0,0
Revibot,0,662,0,0,0,0,0,0
PreferentialBot,0,1,0,0,0,0,0,0
Mr.Ibrahembot,14,232,37,64,5,0,0,0
Krdbot,0,0,1,2,0,0,0,0
Peter17-Bot,0,7813,0,0,0,0,0,0
KabouterBot,0,178,0,0,0,0,0,0
JarBot,0,14,0,0,0,0,0,0
Mbchbot,0,3,0,0,1,0,0,0
OpenLibraryBot,0,686,0,0,0,0,0,0
Dexbot,0,4,0,0,0,0,0,0
MidleadingBot,0,1232,0,0,0,0,0,0
Rezabot,0,8,0,0,0,0,0,0
Escarbot,0,8080,0,0,0,0,0,0
William Avery Bot,0,0,0,1,0,0,0,0
Citationgraph bot 2,0,41795,0,0,0,0,0,0
NikkiBot,0,68247,15900,0,0,0,0,0
Edoderoobot,0,11209,0,0,0,0,0,0
Florentyna,0,33,9,3,0,0,0,0
Citationgraph bot,0,1740,0,0,0,0,0,0
CyclingInitBot,0,288,0,0,192,0,0,0
SuccuBot,0,69,0,0,0,0,0,0
