botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
MatSuBot,0.0,0.03683441737404917,0.0,0.0,0,0,0.0,0
DeltaBot,0.0,0.0334100429941572,0.0,0.012987012987012988,0,0,0.0,0
Reinheitsgebot,0.00047053214048207586,0.004051372505787675,0.0,0.05380333951762523,0,0,0.0,0
CommonsDelinker,0.0,0.000254933303935619,0.0,0.0,0,0,0.0,0
Pi bot,0.0,0.011547789659353986,0.0,0.0,0,0,0.0,0
JarBot,0.0,0.02887636423768052,0.0,0.0,0,0,0.0,0
Florentyna,0.0,0.003513945540734208,0.0025158643676687392,0.0074211502782931356,0,0,0.0,0
KrBot,0.0,0.5239430603020615,0.0005929107108518685,0.0,0,0,0.0,0
PLbot,0.0013990488977000388,0.0011575350016536214,0.0,0.0,0,0,0.0,0
QuickStatementsBot,0.027253221576721835,0.11331440855473487,0.8452182552400487,0.0,0,0,0.0,0
ValterVBot,0.0,0.00011024142872891633,0.0,0.0,0,0,0.0,0
MidleadingBot,0.0,0.0,0.0,0.634508348794063,0,0,0.0,0
EranBot,0.0,0.0,0.00033651688994295237,0.0,0,0,0.0,0
KasparBot,0.0,0.0005787675008268107,0.0,0.0,0,0,0.0,0
EmausBot,0.0,0.0006269981258957116,0.0,0.04452690166975881,0,0,0.0,0
KabouterBot,0.0,0.001529599823613714,0.0,0.0,0,0,0.0,0
Robbot,0.0,0.00033072428618674895,0.0,0.0,0,0,0.0,0
Github-wiki-bot,0.0,0.0023633006283761437,0.0,0.0,0,0,0.0,0
Peter17-Bot,0.0,0.059661283210230405,0.0,0.0,0,0,0.0,0
Krdbot,0.0,0.0,4.807384142042177e-05,0.0055658627087198514,0,0,0.0,0
NikkiBot,0.0,0.2573517252783596,0.14970194218319338,0.0,0,0,0.0,0
Mr.Ibrahembot,0.00010665395184260386,0.0004202954470289935,0.0014582398564194604,0.23562152133580705,0,0,0.0,0
PreferentialBot,0.0,2.7560357182229083e-05,0.0,0.0,0,0,0.0,0
MalarzBOT,0.0,0.0,0.00012819691045445804,0.0,0,0,0.0,0
ZkBot,0.0,2.7560357182229083e-05,0.0,0.0,0,0,0.0,0
SteinsplitterBot,0.0,0.0,0.0,0.0018552875695732839,0,0,0.0,0
TaxonBot,0.0,4.134053577334362e-05,0.0,0.0,0,0,0.0,0
Dexbot,0.0,0.0,0.0,0.0037105751391465678,0,0,0.0,0
ListeriaBot,0.0,0.0,0.0,0.0,0,0,1.0,0
TptBot,0.0,3.445044647778635e-05,0.0,0.0,0,0,0.0,0
Revibot,0.0,5.5120714364458166e-05,0.0,0.0,0,0,0.0,0
Escarbot,0.0,0.055899294454856134,0.0,0.0,0,0,0.0,0
Emijrpbot,0.0,6.89008929555727e-05,0.0,0.0,0,0,0.0,0
ProteinBoxBot,1.254752374618869e-05,0.0015433800022048286,0.0,0.0,0,0,0.0,0
Citationgraph bot 2,0.0,0.5612735641053908,0.0,0.0,0,0,0.0,0
BotMultichillT,0.0,6.89008929555727e-05,0.0,0.0,0,0,0.0,0
Edoderoobot,0.0,0.34010858780729797,0.0,0.0,0,0,0.0,0
Citationgraph bot,0.0,0.02574826369749752,0.0,0.0,0,0,0.0,0
EdgarsBot,0.0,6.890089295557271e-06,0.0,0.0,0,0,0.0,0
CyclingInitBot,0.0,0.0012815566089736522,0.0,0.0,0,0,0.0,0
NoclaimsBot,0.0,4.134053577334362e-05,0.0,0.0,0,0,0.0,0
