botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
QuickStatementsBot,9586,67432,15769,0,9052,0,0,0
MatSuBot,0,15826,0,0,0,0,0,0
DeltaBot,0,113,0,2,25,0,0,0
EranBot,0,0,66,0,0,0,0,0
KabouterBot,0,546,0,0,0,0,0,0
KrBot,0,83698,0,0,353,0,0,0
EdgarsBot,9,177,1,0,0,0,0,0
PLbot,204,104,0,0,1,0,0,0
JarBot,0,63,0,0,0,0,0,0
ListeriaBot,0,0,0,0,0,0,6,0
Pi bot,0,2255,0,0,0,0,0,0
Reinheitsgebot,49,564,0,20,0,0,0,0
Mr.Ibrahembot,21,511,49,78,0,0,0,0
EmausBot,5,55,0,20,0,0,0,0
Krdbot,0,0,2,4,0,0,0,0
Edoderoobot,0,36297,0,0,0,0,0,0
Florentyna,9,445,75,20,8,0,0,0
CommonsDelinker,0,72,0,0,72,0,0,0
Mbchbot,0,1,0,0,0,0,0,0
Github-wiki-bot,0,91,0,0,21,0,0,0
BotMultichillT,0,207,0,0,0,0,0,0
Peter17-Bot,0,5804,0,0,0,0,0,0
PreferentialBot,0,3,0,0,0,0,0,0
Escarbot,0,7853,0,0,0,0,0,0
TptBot,0,16,0,0,0,0,0,0
KasparBot,0,52,0,0,0,0,0,0
ProteinBoxBot,4,25438,0,0,0,0,0,0
Dexbot,0,3,0,0,0,0,0,0
Atobot,0,0,0,1,0,0,0,0
AliciaFagervingWMSE-bot,0,15,0,0,0,0,0,0
NikkiBot,0,29081,912,0,0,0,0,0
OrlodrimBot,0,0,0,2,0,0,0,0
PintochBot,0,38080,0,0,0,0,0,0
ValterVBot,0,1,0,0,0,0,0,0
JAnDbot,0,2715,0,0,0,0,0,0
Citationgraph bot,0,89605,0,0,0,0,0,0
Strainubot,0,0,0,1,0,0,0,0
RfcBot,7,236,0,0,0,0,0,0
Revibot,1,0,0,0,0,0,0,0
