botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
MatSuBot,0.0,0.11079590228526398,0.0,0.0,2606.0,0,0.0,0
QuickStatementsBot,0.00524754598303631,0.10043512522698461,0.7847776750441288,0.0,6287.0,0,0.0,0
DeltaBot,0.0,0.012848185836159935,0.0,0.02745995423340961,35.0,0,0.0,0
KrBot,0.0,0.503758522629938,0.0013238631587795242,0.006864988558352402,3621.0,0,0.0,0
Reinheitsgebot,0.00028590488897360146,0.00884640422105732,0.0,0.018306636155606407,0.0,0,0.0,0
PLbot,0.0010840560373582388,0.0005893034570185357,0.0,0.0,1.0,0,0.0,0
EmausBot,1.786905556085009e-05,0.0003426182889642649,0.0,0.038901601830663615,0.0,0,0.0,0
ListeriaBot,0.0,0.0,0.0,0.0,0.0,0,1.0,0
Pi bot,0.0,0.01531503751670264,0.0,0.0,0.0,0,0.0,0
Mr.Ibrahembot,0.00011317068521871725,0.001863843491965601,0.0015550138690426157,0.2425629290617849,0.0,0,0.0,0
EranBot,0.0,0.0,0.0006093973270572413,0.0,0.0,0,0.0,0
Edoderoobot,0.0,0.24155959845136532,0.0,0.0,0.0,0,0.0,0
PreferentialBot,0.0,3.426182889642649e-05,0.0,0.0,0.0,0,0.0,0
Github-wiki-bot,0.0,0.005358550039401103,0.0,0.0,263.0,0,0.0,0
KabouterBot,0.0,0.00010278548668927948,0.0,0.0,0.0,0,0.0,0
SuccuBot,0.0,0.0002740946311714119,0.0,0.6430205949656751,0.0,0,0.0,0
ProteinBoxBot,2.9781759268083483e-05,0.14083667386165075,0.0,0.0,0.0,0,0.0,0
CommonsDelinker,0.0,0.000390584849419262,0.0,0.0,43.0,0,0.0,0
Florentyna,0.0,2.0557097337855895e-05,0.0,0.0,0.0,0,0.0,0
KasparBot,0.0,0.0008085791619556652,0.0,0.0,0.0,0,0.0,0
BotMultichillT,6.551987038978366e-05,0.00014389968136499127,0.0,0.0,13.0,0,0.0,0
Dexbot,0.0,2.7409463117141192e-05,0.0,0.002288329519450801,0.0,0,0.0,0
Krdbot,0.0,0.0,2.101370093300832e-05,0.016018306636155607,0.0,0,0.0,0
Robbot,0.0,0.001260835303388495,0.0,0.0,0.0,0,0.0,0
Escarbot,0.0,0.05538082022818378,0.0,0.0,0.0,0,0.0,0
Atobot,0.0,0.0,0.0,0.002288329519450801,0.0,0,0.0,0
ValterVBot,0.0,6.852365779285298e-06,0.0,0.0,0.0,0,0.0,0
JarBot,5.956351853616697e-06,0.00023983280227498545,0.0,0.0,0.0,0,0.0,0
Revibot,0.0,0.00012334258402713538,0.0,0.0,0.0,0,0.0,0
OrlodrimBot,0.0,0.0,0.0,0.002288329519450801,0.0,0,0.0,0
EdgarsBot,0.00011912703707233393,0.0007263507726042416,0.0,0.0,0.0,0,0.0,0
Mbchbot,0.0,1.3704731558570596e-05,0.0,0.0,0.0,0,0.0,0
Peter17-Bot,0.0,0.04806934594168637,0.0,0.0,0.0,0,0.0,0
Citationgraph bot,0.0,0.6102716963031487,0.0,0.0,0.0,0,0.0,0
NikkiBot,0.0,0.27823346010210026,0.21171303690005883,0.0,0.0,0,0.0,0
NoclaimsBot,0.0,8.908075513070888e-05,0.0,0.0,0.0,0,0.0,0
BotMultichill,0.00026803583341275137,0.002740946311714119,0.0,0.0,0.0,0,0.0,0
ShonagonBot,0.0,0.000596155822797821,0.0,0.0,0.0,0,0.0,0
