botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
QuickStatementsBot,0.05083092064098077,0.29486848722041237,0.9344592592592592,0.0,0,0,0.0,0
MatSuBot,0.0,0.06920436408159696,0.0,0.0,0,0,0.0,0
DeltaBot,0.0,0.0004941294794149157,0.0,0.013513513513513514,0,0,0.0,0
EranBot,0.0,0.0,0.003911111111111111,0.0,0,0,0.0,0
KabouterBot,0.0,0.0023875636792968493,0.0,0.0,0,0,0.0,0
KrBot,0.0,0.36599689529265145,0.0,0.0,0,0,0.0,0
EdgarsBot,4.7723584995704876e-05,0.0007739904235083194,5.925925925925926e-05,0.0,0,0,0.0,0
PLbot,0.0010817345932359773,0.0004547740341517808,0.0,0.0,0,0,0.0,0
JarBot,0.0,0.00027548811684194416,0.0,0.0,0,0,0.0,0
ListeriaBot,0.0,0.0,0.0,0.0,0,0,1.0,0
Pi bot,0.0,0.009860725452041016,0.0,0.0,0,0,0.0,0
Reinheitsgebot,0.00025982840719883767,0.0024662745698231193,0.0,0.13513513513513514,0,0,0.0,0
Mr.Ibrahembot,0.00011135503165664472,0.0022345147254957693,0.002903703703703704,0.527027027027027,0,0,0.0,0
EmausBot,2.65131027753916e-05,0.00024050549883026872,0.0,0.13513513513513514,0,0,0.0,0
Krdbot,0.0,0.0,0.00011851851851851852,0.02702702702702703,0,0,0.0,0
Edoderoobot,0.0,0.15872051074622298,0.0,0.0,0,0,0.0,0
Florentyna,4.7723584995704876e-05,0.0019459081268994468,0.0044444444444444444,0.13513513513513514,0,0,0.0,0
CommonsDelinker,0.0,0.00031484356210507904,0.0,0.0,0,0,0.0,0
Mbchbot,0.0,4.372827251459431e-06,0.0,0.0,0,0,0.0,0
Github-wiki-bot,0.0,0.00039792727988280824,0.0,0.0,0,0,0.0,0
BotMultichillT,0.0,0.0009051752410521022,0.0,0.0,0,0,0.0,0
Peter17-Bot,0.0,0.02537988936747054,0.0,0.0,0,0,0.0,0
PreferentialBot,0.0,1.3118481754378293e-05,0.0,0.0,0,0,0.0,0
Escarbot,0.0,0.034339812405710914,0.0,0.0,0,0,0.0,0
TptBot,0.0,6.99652360233509e-05,0.0,0.0,0,0,0.0,0
KasparBot,0.0,0.0002273870170758904,0.0,0.0,0,0,0.0,0
ProteinBoxBot,2.121048222031328e-05,0.111235979622625,0.0,0.0,0,0,0.0,0
Dexbot,0.0,1.3118481754378293e-05,0.0,0.0,0,0,0.0,0
Atobot,0.0,0.0,0.0,0.006756756756756757,0,0,0.0,0
AliciaFagervingWMSE-bot,0.0,6.559240877189146e-05,0.0,0.0,0,0,0.0,0
NikkiBot,0.0,0.12716618929969173,0.054044444444444444,0.0,0,0,0.0,0
OrlodrimBot,0.0,0.0,0.0,0.013513513513513514,0,0,0.0,0
PintochBot,0.0,0.16651726173557513,0.0,0.0,0,0,0.0,0
ValterVBot,0.0,4.372827251459431e-06,0.0,0.0,0,0,0.0,0
JAnDbot,0.0,0.011872225987712355,0.0,0.0,0,0,0.0,0
Citationgraph bot,0.0,0.3918271858670223,0.0,0.0,0,0,0.0,0
Strainubot,0.0,0.0,0.0,0.006756756756756757,0,0,0.0,0
RfcBot,3.711834388554824e-05,0.0010319872313444257,0.0,0.0,0,0,0.0,0
Revibot,5.30262055507832e-06,0.0,0.0,0.0,0,0,0.0,0
