botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
DeltaBot,0,831,0,4,18,0,0,0
MatSuBot,0,12039,0,0,0,0,0,0
Reinheitsgebot,54,9626,0,21,0,0,0,0
MineoBot,0,8,0,0,0,0,0,0
KrBot,0,41544,0,0,1273,0,0,0
PLbot,186,95,0,0,1,0,0,0
ListeriaBot,0,0,0,0,0,0,6,0
Pi bot,0,792,0,0,0,0,0,0
PreferentialBot,0,13,0,0,0,0,0,0
EranBot,0,0,40,0,0,0,0,0
Choboty,0,0,0,120,0,0,0,0
EmausBot,2,566,0,19,0,0,0,0
SuccuBot,0,574,0,312,0,0,0,0
CommonsDelinker,0,27,0,0,23,0,0,0
CyclingInitBot,89,882,0,0,102,0,0,0
ZkBot,0,1,0,3,0,0,0,0
Dexbot,0,5,0,0,0,0,0,0
KasparBot,0,262,0,0,0,0,0,0
Github-wiki-bot,0,52,0,0,12,0,0,0
QuickStatementsBot,66055,246115,35844,0,183164,0,0,0
Krdbot,0,0,3,3,0,0,0,0
Peter17-Bot,0,10,0,0,0,0,0,0
Robbot,0,207,0,0,0,0,0,0
Atobot,0,0,0,1,0,0,0,0
BotMultichillT,49,3,0,0,1,0,0,0
Chobot,0,131,0,0,0,0,0,0
Mr.Ibrahembot,11,251,50,101,0,0,0,0
Rezabot,0,2,0,0,0,0,0,0
TptBot,0,135,0,0,0,0,0,0
Florentyna,0,27,0,1,0,0,0,0
Citationgraph bot 2,0,101551,0,0,0,0,0,0
PintochBot,0,41346,0,0,0,0,0,0
Citationgraph bot,0,658,0,0,0,0,0,0
NikkiBot,0,68094,17024,0,0,0,0,0
Edoderoobot,0,27879,0,0,0,0,0,0
NoclaimsBot,0,10,0,0,0,0,0,0
Revibot,42,0,0,0,0,0,0,0
