botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
KrBot,0,2303,0,0,2037,0,0,0
DeltaBot,0,2201,0,5,20,0,0,0
Reinheitsgebot,59,3559,0,5,0,0,0,0
CommonsDelinker,0,58,0,0,47,0,0,0
QuickStatementsBot,35515,133849,43587,0,91230,0,0,0
MatSuBot,0,8388,0,0,0,0,0,0
JarBot,0,3724,0,0,0,0,0,0
ProteinBoxBot,0,184,0,0,0,0,0,0
Github-wiki-bot,0,319,0,0,91,0,0,0
SuccuBot,9,624,4091,0,0,0,0,0
Krdbot,0,0,2,4,0,0,0,0
PreferentialBot,0,42,0,0,0,0,0,0
Pi bot,0,797,0,0,0,0,0,0
PLbot,235,189,0,0,1,0,0,0
EmausBot,6,188,0,30,0,0,0,0
Mr.Ibrahembot,20,30,70,140,0,0,0,0
EranBot,0,0,58,0,0,0,0,0
ZkBot,0,41,0,1,0,0,0,0
Escarbot,0,1848,0,0,0,0,0,0
KasparBot,0,64,0,0,0,0,0,0
Symac bot,0,437,0,0,0,0,0,0
BotMultichillT,0,71,0,0,4,0,0,0
Florentyna,0,15,12,1,0,0,0,1
TptBot,0,45,0,0,1,0,0,0
ValterVBot,0,4,0,0,0,0,0,0
Peter17-Bot,0,92,0,0,0,0,0,0
AliciaFagervingWMSE-bot,0,43,0,0,0,0,0,0
Dexbot,0,1,0,0,0,0,0,0
William Avery Bot,0,0,0,11,0,0,0,0
NikkiBot,0,57622,12431,0,0,0,0,0
Aosbot,0,2,0,0,1,0,0,0
ListeriaBot,0,0,0,0,0,0,3,0
Citationgraph bot 2,0,111323,0,0,0,0,0,0
SteinsplitterBot,0,0,0,2,0,0,0,0
PintochBot,0,39206,0,0,0,0,0,0
Citationgraph bot,0,232,0,0,0,0,0,0
CyclingInitBot,7,245,0,0,105,0,0,0
Edoderoobot,0,44705,0,0,0,0,0,0
NoclaimsBot,0,18,0,0,0,0,0,0
ShonagonBot,0,10,0,0,0,0,0,0
Mbchbot,0,1,0,0,1,0,0,0
Robbot,0,161,0,0,0,0,0,0
