botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
DeltaBot,0,113,0,6,33,0,0,0
CommonsDelinker,0,78,0,0,75,0,0,0
Reinheitsgebot,66,25232,0,22,0,0,0,0
MatSuBot,0,3431,0,0,65,0,0,0
JarBot,0,2045,0,0,0,0,0,0
KrBot,0,17562,3236,0,350,0,0,0
Mr.Ibrahembot,69,190,42,103,0,0,0,0
ListeriaBot,0,0,0,0,0,0,7,0
Github-wiki-bot,0,204,0,0,41,0,0,0
ASammourBot,0,0,8,0,0,0,0,0
EmausBot,4,502,0,39,0,0,0,0
QuickStatementsBot,35764,120363,49243,0,88991,0,0,0
Dexbot,0,4,0,0,0,0,0,0
Pi bot,0,701,0,0,0,0,0,0
PLbot,200,112,0,0,1,0,0,0
Chobot,0,98,0,0,0,0,0,0
PreferentialBot,0,28,0,0,0,0,0,0
EranBot,0,0,50,0,0,0,0,0
Symac bot,0,1,0,0,0,0,0,0
Mbchbot,0,1,0,0,0,0,0,0
Peter17-Bot,0,3,0,0,0,0,0,0
MineoBot,0,6,0,0,0,0,0,0
Krdbot,0,0,2,3,0,0,0,0
KasparBot,0,172,0,0,0,0,0,0
Thebot,0,6,0,0,0,0,0,0
Atobot,0,0,0,1,0,0,0,0
Florentyna,0,16,0,0,0,0,0,0
NikkiBot,0,67129,13038,0,0,0,0,0
ZkBot,0,23,0,9,0,0,0,0
Escarbot,0,83,0,0,0,0,0,0
ValterVBot,0,3,0,0,0,0,0,0
Aosbot,0,7,0,0,0,0,0,0
UrbanecmBot,0,4,0,0,0,0,0,0
ProteinBoxBot,0,2,0,0,0,0,0,0
Choboty,0,0,0,1,0,0,0,0
BotMultichillT,0,11,0,0,0,0,0,0
Citationgraph bot 2,0,104536,0,0,0,0,0,0
SuccuBot,0,44,0,0,2,0,0,0
PintochBot,0,41799,0,0,0,0,0,0
Citationgraph bot,0,356,0,0,0,0,0,0
Edoderoobot,0,20372,0,0,0,0,0,0
NoclaimsBot,0,17,0,0,0,0,0,0
ShonagonBot,0,13,0,0,0,0,0,0
Robbot,0,72,0,0,0,0,0,0
