botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
DeltaBot,0.0,0.0004140468129387797,0.0,0.03260869565217391,0,0,0.0,0
CommonsDelinker,0.0,0.0002858022248603966,0.0,0.0,0,0,0.0,0
Reinheitsgebot,0.000391628641107953,0.09245335561125034,0.0,0.11956521739130435,0,0,0.0,0
MatSuBot,0.0,0.012571633762769497,0.0,0.0,0,0,0.0,0
JarBot,0.0,0.007493148074865527,0.0,0.0,0,0,0.0,0
KrBot,0.0,0.06434947016664468,0.04931498498910376,0.0,0,0,0.0,0
Mr.Ibrahembot,0.00040942994297649637,0.0006961849067112225,0.000640058519636081,0.5597826086956522,0,0,0.0,0
ListeriaBot,0.0,0.0,0.0,0.0,0,0,1.0,0
Github-wiki-bot,0.0,0.0007474827419425758,0.0,0.0,0,0,0.0,0
ASammourBot,0.0,0.0,0.00012191590850211067,0.0,0,0,0.0,0
EmausBot,2.373506915805776e-05,0.001839393806152809,0.0,0.21195652173913043,0,0,0.0,0
QuickStatementsBot,0.21221525334219443,0.4410258101393835,0.7504381352961794,0.0,0,0,0.0,0
Dexbot,0.0,1.4656524351815211e-05,0.0,0.0,0,0,0.0,0
Pi bot,0.0,0.002568555892655616,0.0,0.0,0,0,0.0,0
PLbot,0.001186753457902888,0.0004103826818508259,0.0,0.0,0,0,0.0,0
Chobot,0.0,0.0003590848466194727,0.0,0.0,0,0,0.0,0
PreferentialBot,0.0,0.00010259567046270647,0.0,0.0,0,0,0.0,0
EranBot,0.0,0.0,0.0007619744281381917,0.0,0,0,0.0,0
Symac bot,0.0,3.6641310879538027e-06,0.0,0.0,0,0,0.0,0
Mbchbot,0.0,3.6641310879538027e-06,0.0,0.0,0,0,0.0,0
Peter17-Bot,0.0,1.0992393263861408e-05,0.0,0.0,0,0,0.0,0
MineoBot,0.0,2.1984786527722815e-05,0.0,0.0,0,0,0.0,0
Krdbot,0.0,0.0,3.047897712552767e-05,0.016304347826086956,0,0,0.0,0
KasparBot,0.0,0.0006302305471280541,0.0,0.0,0,0,0.0,0
Thebot,0.0,2.1984786527722815e-05,0.0,0.0,0,0,0.0,0
Atobot,0.0,0.0,0.0,0.005434782608695652,0,0,0.0,0
Florentyna,0.0,5.8626097407260844e-05,0.0,0.0,0,0,0.0,0
NikkiBot,0.0,0.24596945580325083,0.19869245188131487,0.0,0,0,0.0,0
ZkBot,0.0,8.427501502293746e-05,0.0,0.04891304347826087,0,0,0.0,0
Escarbot,0.0,0.0003041228803001656,0.0,0.0,0,0,0.0,0
ValterVBot,0.0,1.0992393263861408e-05,0.0,0.0,0,0,0.0,0
Aosbot,0.0,2.564891761567662e-05,0.0,0.0,0,0,0.0,0
UrbanecmBot,0.0,1.4656524351815211e-05,0.0,0.0,0,0,0.0,0
ProteinBoxBot,0.0,7.3282621759076054e-06,0.0,0.0,0,0,0.0,0
Choboty,0.0,0.0,0.0,0.005434782608695652,0,0,0.0,0
BotMultichillT,0.0,4.030544196749183e-05,0.0,0.0,0,0,0.0,0
Citationgraph bot 2,0.0,0.3830336074103387,0.0,0.0,0,0,0.0,0
SuccuBot,0.0,0.0001612217678699673,0.0,0.0,0,0,0.0,0
PintochBot,0.0,0.153157015345381,0.0,0.0,0,0,0.0,0
Citationgraph bot,0.0,0.0013044306673115538,0.0,0.0,0,0,0.0,0
Edoderoobot,0.0,0.07464567852379486,0.0,0.0,0,0,0.0,0
NoclaimsBot,0.0,6.229022849521464e-05,0.0,0.0,0,0,0.0,0
ShonagonBot,0.0,4.7633704143399434e-05,0.0,0.0,0,0,0.0,0
Robbot,0.0,0.00026381743833267377,0.0,0.0,0,0,0.0,0
