botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
KrBot,0.005769929731039496,0.008610386439283925,0.00013083623042129267,0.0,0,0,0.0,0.0
DeltaBot,0.0,0.0013279700478497595,0.0,0.04195804195804196,0,0,0.0,0.0
ProteinBoxBot,9.46510782650836e-05,0.20953225467895253,0.0,0.0,0,0,0.0,0.0
QuickStatementsBot,0.08325887448509814,0.45083297992194965,0.8823408470711376,0.0,0,0,0.0,0.0
MatSuBot,0.0,0.03994619579419034,0.0,0.0,0,0,0.0,0.0
JarBot,0.0,0.02774600645136417,0.0,0.0,0,0,0.0,0.0
CommonsDelinker,0.0,0.0002056211686993176,0.0,0.0,0,0,0.0,0.0
Cewbot,0.0,0.0,0.02183095959029569,0.0,0,0,0.0,0.0
ListeriaBot,0.0,0.0,0.0,0.0,0,0,1.0,0.0
Reinheitsgebot,0.0002158044584443906,0.013108349504581496,0.0,0.1048951048951049,0,0,0.0,0.0
EranBot,0.0,0.0,0.00112145340361108,0.0,0,0,0.0,0.0
EmausBot,1.1358129391810031e-05,0.0008353359978409777,0.0,0.16783216783216784,0,0,0.0,0.0
Github-wiki-bot,0.0,0.0011437677508899541,0.0,0.0,0,0,0.0,0.0
Rezabot,0.0,1.71350973916098e-05,0.0,0.0,0,0,0.0,0.0
Pi bot,0.0,0.003474140996148887,0.0,0.0,0,0,0.0,0.0
SuccuBot,0.0,0.001246578335239613,5.6072670180554e-05,0.0,0,0,0.0,0.0
PLbot,0.0007231342379452387,0.00043266120913814743,0.0,0.0,0,0,0.0,0.0
Florentyna,1.1358129391810031e-05,0.0007839307056661483,0.00028036335090277,0.02097902097902098,0,0,0.0,1.0
Dexbot,0.0,1.285132304370735e-05,0.0,0.0,0,0,0.0,0.0
PreferentialBot,0.0,8.5675486958049e-06,0.0,0.0,0,0,0.0,0.0
Krdbot,0.0,0.0,1.8690890060184666e-05,0.013986013986013986,0,0,0.0,0.0
Robbot,0.0,0.0017949014517711266,0.0,0.0,0,0,0.0,0.0
Mr.Ibrahembot,9.843712139568694e-05,0.00039839101435492784,0.00112145340361108,0.5944055944055944,0,0,0.0,0.0
KasparBot,0.0,0.0004969178243566842,0.0,0.0,0,0,0.0,0.0
Atobot,0.0,0.0,0.0,0.006993006993006993,0,0,0.0,0.0
William Avery Bot,0.0,0.0,0.0,0.027972027972027972,0,0,0.0,0.0
ZkBot,0.0,5.568906652273185e-05,0.0,0.02097902097902098,0,0,0.0,0.0
BotMultichillT,0.0,0.0002313238147867323,0.0,0.0,0,0,0.0,0.0
Citationgraph bot 2,0.0,0.5042859162350763,0.0,0.0,0,0,0.0,0.0
MicrobeBot,0.0,0.002805872197876105,0.0,0.0,0,0,0.0,0.0
NikkiBot,0.0,0.34177236879870115,0.09089379836267802,0.0,0,0,0.0,0.0
PintochBot,0.0,0.1781364724831755,0.0,0.0,0,0,0.0,0.0
Peter17-Bot,0.0,8.995926130595144e-05,0.0,0.0,0,0,0.0,0.0
Citationgraph bot,0.0,0.0013451051452413694,0.0,0.0,0,0,0.0,0.0
TptBot,0.0,0.0001370807791328784,0.0,0.0,0,0,0.0,0.0
Edoderoobot,0.0,0.23847771794772937,0.0,0.0,0,0,0.0,0.0
MalarzBOT,0.0,0.0,3.738178012036933e-05,0.0,0,0,0.0,0.0
NoclaimsBot,0.0,5.99728408706343e-05,0.0,0.0,0,0,0.0,0.0
ShonagonBot,0.0,6.425661521853675e-05,0.0,0.0,0,0,0.0,0.0
