botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
Florentyna,0,583,88,2,155,0,0,0
DeltaBot,0,523,0,4,17,0,0,0
Reinheitsgebot,64,58229,0,13,0,0,0,0
MatSuBot,0,2397,0,0,0,0,0,0
EmausBot,0,44,0,49,0,0,0,0
SuccuBot,42,289,3569,0,0,0,0,0
EranBot,0,0,539,0,0,0,0,0
QuickStatementsBot,1302,37484,29365,0,14471,0,0,0
ListeriaBot,0,0,0,0,0,0,6,0
Pi bot,0,2313,0,0,0,0,0,0
Lingua Libre Bot,0,94,0,0,0,0,0,0
KrBot,0,36237,0,0,2326,0,0,0
Dexbot,0,1,0,6,0,0,0,0
Edoderoobot,0,113641,0,0,0,0,0,0
CommonsDelinker,0,43,0,0,36,0,0,0
JarBot,0,131,0,0,0,0,0,0
PLbot,190,127,0,0,1,0,0,0
ValterVBot,0,15,0,0,0,0,0,0
William Avery Bot,0,0,0,4,0,0,0,0
PreferentialBot,0,4,0,0,0,0,0,0
KasparBot,0,158,0,0,0,0,0,0
Mbchbot,0,1,0,0,0,0,0,0
Krdbot,0,0,1,1,0,0,0,0
Thebot,0,3,0,0,0,0,0,0
Symac bot,0,1099,0,0,0,0,0,0
Github-wiki-bot,0,101,0,0,24,0,0,0
MineoBot,0,2,0,0,0,0,0,0
Atobot,0,0,0,1,0,0,0,0
BotMultichillT,0,10,0,0,5,0,0,0
Robbot,0,234,0,0,0,0,0,0
Mr.Ibrahembot,0,246,33,42,0,0,0,0
ZkBot,0,1,0,0,0,0,0,0
PintochBot,0,2532,0,0,0,0,0,0
MalarzBOT,0,0,1,0,0,0,0,0
ProteinBoxBot,0,1,0,0,0,0,0,0
Citationgraph bot 2,0,47402,0,0,0,0,0,0
Peter17-Bot,3,40,0,0,0,0,0,0
PositionStatements Bot,0,93,0,0,71,0,0,0
Citationgraph bot,0,1047,0,0,0,0,0,0
NikkiBot,0,59647,2830,0,0,0,0,0
NoclaimsBot,0,15,0,0,0,0,0,0
TptBot,0,2,0,0,1,0,0,0
ShonagonBot,0,2,0,0,0,0,0,0
Rezabot,1,8,0,0,0,0,0,0
