botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
KrBot,3,74204,28,1,1494,0,0,0
Reinheitsgebot,58,38647,0,0,0,0,0,0
PreferentialBot,0,6,0,0,0,0,0,0
DeltaBot,0,525,0,7,27,0,0,0
EmausBot,5,517,0,40,0,0,0,0
QuickStatementsBot,2910,37084,33698,0,17684,0,0,0
Cewbot,0,0,1452,0,0,0,0,0
Pi bot,0,4125,0,0,0,0,0,0
Edoderoobot,0,65340,0,0,0,0,0,0
Mr.Ibrahembot,16,278,31,41,0,0,0,0
PLbot,216,136,0,0,1,0,0,0
EranBot,0,0,45,0,0,0,0,0
CommonsDelinker,0,41,0,0,39,0,0,0
SuccuBot,5,238,6776,0,0,0,0,0
Github-wiki-bot,0,550,0,0,170,0,0,0
Florentyna,0,43,5,1,2,0,0,1
ValterVBot,0,6,0,0,0,0,0,0
KasparBot,0,64,0,0,0,0,0,0
Revibot,0,266,0,0,0,0,0,0
Dexbot,0,7,0,7,0,0,0,0
NikkiBot,0,68818,15848,0,0,0,0,0
KabouterBot,0,144,0,0,0,0,0,0
Robbot,0,48,0,0,0,0,0,0
Krdbot,0,0,1,1,0,0,0,0
TaxonBot,0,9,0,0,0,0,0,0
PoulpyBot,0,57,0,0,0,0,0,0
BotMultichillT,0,38,0,0,29,0,0,0
EdgarsBot,0,18,0,0,0,0,0,0
TptBot,0,6,0,0,0,0,0,0
Escarbot,0,8059,0,0,0,0,0,0
ZkBot,0,0,0,2,0,0,0,0
ListeriaBot,0,0,0,0,0,0,2,0
ProteinBoxBot,4,897,0,0,0,0,0,0
MatSuBot,0,17,0,0,0,0,0,0
Peter17-Bot,0,7976,0,0,0,0,0,0
MalarzBOT,0,0,3,0,0,0,0,0
Citationgraph bot,0,84639,0,0,0,0,0,0
NoclaimsBot,0,25,0,0,0,0,0,0
