botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
DeltaBot,0,839,0,0,26,0,0,0
Reinheitsgebot,57,49643,0,26,0,0,0,0
Cewbot,0,666,506,0,0,0,0,0
EmausBot,2,1171,0,27,0,0,0,0
KabouterBot,0,449,0,0,0,0,0,0
KrBot,0,33507,10532,0,526,0,0,0
Mr.Ibrahembot,29,84,140,210,0,0,0,0
ASammourBot,0,0,95,0,0,0,0,0
BotMultichillT,0,440,0,0,8,0,0,0
PLbot,255,132,0,0,1,0,0,0
PreferentialBot,0,7,0,0,0,0,0,0
Edoderoobot,0,29144,0,0,0,0,0,0
Pi bot,0,1125,0,0,0,0,0,0
EranBot,0,0,64,0,0,0,0,0
Florentyna,3,318,288,1,155,0,0,0
QuickStatementsBot,3244,72744,14896,0,22670,0,0,0
Github-wiki-bot,0,301,0,0,83,0,0,0
Symac bot,0,111,0,0,0,0,0,0
ProteinBoxBot,0,92,0,0,0,0,0,0
Chobot,0,10,0,0,0,0,0,0
PoulpyBot,0,0,75,0,0,0,0,0
CommonsDelinker,0,55,0,0,54,0,0,0
JarBot,0,55,0,0,0,0,0,0
KasparBot,0,168,0,0,0,0,0,0
TptBot,0,9,0,0,0,0,0,0
Krdbot,0,0,6,6,0,0,0,0
MineoBot,0,2,0,0,0,0,0,0
Atobot,0,0,0,1,0,0,0,0
AliciaFagervingWMSE-bot,0,19,0,0,0,0,0,0
NikkiBot,0,10561,33,0,0,0,0,0
SuccuBot,0,41,0,0,0,0,0,0
ZkBot,0,3,0,1,0,0,0,0
Sartle.wiki.bot,2,1,0,0,0,0,0,0
ListeriaBot,0,0,0,0,0,0,2,0
Peter17-Bot,0,5497,0,0,0,0,0,0
MalarzBOT,0,0,5,0,0,0,0,0
Citationgraph bot,0,399,0,0,0,0,0,0
NoclaimsBot,0,9,0,0,0,0,0,0
Dexbot,0,2,0,0,0,0,0,0
ShonagonBot,0,20,0,0,0,0,0,0
