botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
KrBot,0.0,0.02184314158477789,0.0006545971422159049,0.0,1284.0,0,0.0,0
DeltaBot,0.0,0.02400537337602591,0.0,0.0743801652892562,18.0,0,0.0,0
GZWDer (flood),0.0007016086884929016,0.024161790143903426,0.0,0.0,660.0,0,0.0,0
BotMultichillT,0.0,0.0263884288395716,0.0,0.0,2.0,0,0.0,0
PLbot,0.0017611809935638141,0.03148577527510949,0.0,0.0,1.0,0,0.0,0
ProteinBoxBot,4.295563398936132e-05,0.28467851753707996,0.0,0.0,0.0,0,0.0,0
QuickStatementsBot,0.0260239549252214,0.25350557579772554,0.6950325428293559,0.0,8353.0,0,0.0,0
EmausBot,2.863708932624088e-05,0.0036803945382945054,0.0,0.09090909090909091,0.0,0,0.0,0
PreferentialBot,0.0,2.760295903720879e-05,0.0,0.0,0.0,0,0.0,0
JarBot,0.0,0.03510176290898384,0.0,0.0,0.0,0,0.0,0
Pi bot,0.0,0.024851864119833648,0.0,0.0,0.0,0,0.0,0
Reinheitsgebot,0.0002863708932624088,0.004131242869235582,0.0,0.1652892561983471,0.0,0,0.0,0
EranBot,0.0,0.0,0.0006920026931996708,0.0,0.0,0,0.0,0
PositionStatements Bot,0.0,0.012550145375584262,0.0,0.0,1364.0,0,0.0,0
Github-wiki-bot,0.0,0.00091089764822789,0.0,0.0,23.0,0,0.0,0
SuccuBot,0.0,0.00943101100437967,0.0,0.0,0.0,0,0.0,0
Florentyna,0.0,0.0005704611534356483,0.00016832497942694696,0.024793388429752067,4.0,0,0.0,0
CommonsDelinker,0.0,0.0003220345221007692,0.0,0.0,33.0,0,0.0,0
Mbchbot,0.0,9.200986345736263e-06,0.0,0.0,0.0,0,0.0,0
KasparBot,0.0,0.001472157815317802,0.0,0.0,0.0,0,0.0,0
SteinsplitterBot,0.0,0.0,0.0,0.024793388429752067,0.0,0,0.0,0
Mr.Ibrahembot,0.0002147781699468066,0.0026130801221890985,0.0008042193461509688,0.5867768595041323,0.0,0,0.0,0
MatSuBot,0.0,5.520591807441758e-05,0.0,0.0,0.0,0,0.0,0
TptBot,0.0,6.440690442015385e-05,0.0,0.0,0.0,0,0.0,0
TaxonBot,0.0,9.200986345736263e-06,0.0,0.0,0.0,0,0.0,0
AliciaFagervingWMSE-bot,0.0,0.00011041183614883516,0.0,0.0,0.0,0,0.0,0
SlingDateBot,0.0,9.200986345736263e-06,0.0,0.0,0.0,0,0.0,0
Chobot,0.0,0.0009569025799565713,0.0,0.0,0.0,0,0.0,0
ZkBot,0.0,9.200986345736263e-06,0.0,0.008264462809917356,0.0,0,0.0,0
UrbanecmBot,0.0,1.8401972691472525e-05,0.0,0.008264462809917356,0.0,0,0.0,0
ListeriaBot,0.0,0.0,0.0,0.0,0.0,0,1.0,0
Escarbot,0.0,0.06807809797210261,0.0,0.0,0.0,0,0.0,0
William Avery Bot,0.0,0.0,0.0,0.008264462809917356,0.0,0,0.0,0
NikkiBot,0.0,0.5848883000257628,0.3026483130096506,0.0,0.0,0,0.0,0
EdgarsBot,0.0,8.280887711162637e-05,0.0,0.0,0.0,0,0.0,0
Emijrpbot,0.0,0.0001288138088403077,0.0,0.0,0.0,0,0.0,0
Peter17-Bot,0.0,0.06012844576938648,0.0,0.0,0.0,0,0.0,0
Edoderoobot,0.0,0.43003569982702144,0.0,0.0,0.0,0,0.0,0
Citationgraph bot,0.0,0.006045048029148725,0.0,0.0,0.0,0,0.0,0
CyclingInitBot,0.0,0.0008464907438077362,0.0,0.0,46.0,0,0.0,0
MicrobeBot,0.0,0.3342626329542527,0.0,0.0,0.0,0,0.0,0
Krdbot,0.0,0.0,0.0,0.008264462809917356,0.0,0,0.0,0
NoclaimsBot,0.0,8.280887711162637e-05,0.0,0.0,0.0,0,0.0,0
ShonagonBot,0.0,0.00020242169960619778,0.0,0.0,0.0,0,0.0,0
Robbot,0.0,6.440690442015385e-05,0.0,0.0,0.0,0,0.0,0
