botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
MatSuBot,0.0,0.06723650177820886,0.0,0.0,0,0,0.0,0
Reinheitsgebot,0.000757002271006813,0.006692531522793405,0.0,0.0023501762632197414,0,0,0.0,0
PLbot,0.0030385230044579024,0.06428629162625282,0.0,0.0,0,0,0.0,0
DeltaBot,0.0,0.015749272550921435,0.0,0.0,0,0,0.0,0
GZWDer (flood),0.0009672806796198166,0.06951584222437762,0.04193826687116564,0.0,0,0,0.0,0
QuickStatementsBot,0.11180502985953403,0.44690430003233106,0.6681684560327198,0.0,0,0,0.0,0
Choboty,0.0,0.016080666020045264,0.0,0.7085781433607521,0,0,0.0,0
CommonsDelinker,0.0,0.0004485935984481086,0.0,0.0,0,0,0.0,0
Mr.Ibrahembot,0.0003364454537808058,2.0206918849013904e-05,0.0022207310838445807,0.2608695652173913,0,0,0.0,0
JarBot,0.0,0.00075573876495312,0.0,0.0,0,0,0.0,0
TptBot,0.0,9.295182670546394e-05,0.0,0.0,0,0,0.0,0
EmausBot,3.154176129195054e-05,0.0015882638215324928,0.0,0.024676850763807285,0,0,0.0,0
Pi bot,0.0,0.009380051729712253,0.0,0.0,0,0,0.0,0
ProteinBoxBot,1.051392043065018e-05,0.017879081797607502,0.0,0.0,0,0,0.0,0
PreferentialBot,0.0,0.00025864856126737795,0.0,0.0,0,0,0.0,0
APSbot,1.051392043065018e-05,0.00021015195602974457,0.0,0.0,0,0,0.0,0
KrBot,0.037114139120195136,0.1387972841901067,0.00413790899795501,0.0,0,0,0.0,0
AyackBot,0.0,0.001568056902683479,0.0,0.0,0,0,0.0,0
PBot,0.0,4.8496605237633365e-05,0.0,0.0,0,0,0.0,0
EranBot,0.0,0.0,0.0005432004089979551,0.0,0,0,0.0,0
Robbot,0.0,0.0007638215324927255,0.0,0.0,0,0,0.0,0
Krdbot,0.0,0.0,3.195296523517383e-05,0.0023501762632197414,0,0,0.0,0
Dexbot,0.0,2.8289686388619465e-05,0.0,0.0011750881316098707,0,0,0.0,0
KasparBot,0.0,0.00021015195602974457,0.0,0.0,0,0,0.0,0
ZkBot,0.0,0.00015357258325250566,0.0,0.0,0,0,0.0,0
KabouterBot,0.0,4.04138376980278e-06,0.0,0.0,0,0,0.0,0
BotMultichillT,0.0,0.00043242806336889753,0.0,0.0,0,0,0.0,0
Github-wiki-bot,0.0,0.0003071451665050113,0.0,0.0,0,0,0.0,0
Twofivesixbot,0.0,1.616553507921112e-05,0.0,0.0,0,0,0.0,0
Mbchbot,0.0,8.08276753960556e-06,0.0,0.0,0,0,0.0,0
SlingDateBot,0.0,4.04138376980278e-06,0.0,0.0,0,0,0.0,0
AliciaFagervingWMSE-bot,0.0,2.4248302618816682e-05,0.0,0.0,0,0,0.0,0
Chobot,0.0,0.0002626899450371807,0.0,0.0,0,0,0.0,0
SuccuBot,0.0,6.466214031684449e-05,0.0,0.0,0,0,0.0,0
Escarbot,0.0,0.03292515357258325,0.0,0.0,0,0,0.0,0
NikkiBot,0.0,0.2695643388296153,0.28278374233128833,0.0,0,0,0.0,0
Emijrpbot,0.0,2.4248302618816682e-05,0.0,0.0,0,0,0.0,0
ListeriaBot,0.0,0.0,0.0,0.0,0,0,1.0,0
Peter17-Bot,0.0,0.02299143226640802,0.0,0.0,0,0,0.0,0
Edoderoobot,0.0,0.13687762689945038,0.0,0.0,0,0,0.0,0
Citationgraph bot 2,0.0,8.08276753960556e-06,0.0,0.0,0,0,0.0,0
Citationgraph bot,0.0,0.001859036534109279,0.0,0.0,0,0,0.0,0
Florentyna,0.0,5.2537989007436144e-05,0.00017574130879345604,0.0,0,0,0.0,0
CyclingInitBot,0.0,0.001014387326220498,0.0,0.0,0,0,0.0,0
NoclaimsBot,0.0,2.4248302618816682e-05,0.0,0.0,0,0,0.0,0
ShonagonBot,0.0,2.4248302618816682e-05,0.0,0.0,0,0,0.0,0
