botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
PreferentialBot,0.0,3.9707936448615596e-05,0.0,0.0,0,0,0.0,0
MatSuBot,0.00024389622397681893,0.019136889607265152,0.0,0.0,0,0,0.0,0
DeltaBot,0.0,0.0005605826322157496,0.0,0.02643171806167401,0,0,0.0,0
Reinheitsgebot,0.000200213318189926,0.010989755352396257,0.0,0.05726872246696035,0,0,0.0,0
PLbot,0.0007171277033348258,0.00022656881385386545,0.0,0.0,0,0,0.0,0
KrBot,0.0,0.25483385732237707,0.0,0.0,0,0,0.0,0
EmausBot,7.28048429781549e-06,0.0003129919696537935,0.0,0.09691629955947137,0,0,0.0,0
QuickStatementsBot,0.43899136170538067,0.4655031462700233,0.5817911030812052,0.0,0,0,0.0,0
Pi bot,0.0,0.001903645188565983,0.0,0.0,0,0,0.0,0
Robbot,0.0,0.0016023320237500175,0.0,0.0,0,0,0.0,0
CommonsDelinker,0.0,6.0729785156706206e-05,0.0,0.0,0,0,0.0,0
EranBot,0.0,0.0,0.0013672542604619366,0.0,0,0,0.0,0
Github-wiki-bot,0.0,0.00010277348257288743,0.0,0.0,0,0,0.0,0
SuccuBot,0.0,0.0006586845928535057,0.0,0.0,0,0,0.0,0
Krdbot,0.0,0.0,2.441525465110601e-05,0.004405286343612335,0,0,0.0,0
KasparBot,0.0,0.000341021101264581,0.0,0.0,0,0,0.0,0
Florentyna,2.1841452893446473e-05,0.00011912380934584679,0.00034181356511548414,0.05286343612334802,0,0,0.0,0
ValterVBot,0.0,1.6350326772959363e-05,0.0,0.0,0,0,0.0,0
Atobot,0.0,0.0,0.0,0.004405286343612335,0,0,0.0,0
Mr.Ibrahembot,0.00021113404463664922,0.000607297851567062,0.002221788173250647,0.7577092511013216,0,0,0.0,0
NoclaimsBot,0.0,3.2700653545918726e-05,0.0,0.0,0,0,0.0,0
Mbchbot,0.0,4.671521935131247e-06,0.0,0.0,0,0,0.0,0
ZkBot,0.0,2.3357609675656233e-06,0.0,0.0,0,0,0.0,0
Citationgraph bot 2,0.0,0.24801109953611788,0.0,0.0,0,0,0.0,0
ProteinBoxBot,0.0,2.3357609675656233e-06,0.0,0.0,0,0,0.0,0
BotMultichillT,0.0,2.5693370643221856e-05,0.0,0.0,0,0,0.0,0
ListeriaBot,0.0,0.0,0.0,0.0,0,0,1.0,0
PintochBot,0.0,0.09772123160004298,0.0,0.0,0,0,0.0,0
CyclingInitBot,0.00020385356033883375,0.0016046677847175832,0.0,0.0,0,0,0.0,0
Peter17-Bot,0.0,0.007960273377463644,0.0,0.0,0,0,0.0,0
Citationgraph bot,0.0,0.001345398317317799,0.0,0.0,0,0,0.0,0
NikkiBot,0.0,0.15854911871738694,0.4142536256653157,0.0,0,0,0.0,0
Edoderoobot,0.0,0.08664738885281435,0.0,0.0,0,0,0.0,0
Rezabot,0.0,1.8686087740524986e-05,0.0,0.0,0,0,0.0,0
