botname,AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8
DeltaBot,0.0,0.002028224290853709,0.0,0.006837606837606838,0,0,0.0,0
MatSuBot,0.0,0.029383624834642363,0.0,0.0,0,0,0.0,0
Reinheitsgebot,0.0002565247546388226,0.02349420821150157,0.0,0.035897435897435895,0,0,0.0,0
MineoBot,0.0,1.95256249420333e-05,0.0,0.0,0,0,0.0,0
KrBot,0.0,0.10139657032397893,0.0,0.0,0,0,0.0,0
PLbot,0.0008835852659781669,0.00023186679618664545,0.0,0.0,0,0,0.0,0
ListeriaBot,0.0,0.0,0.0,0.0,0,0,1.0,0
Pi bot,0.0,0.0019330368692612968,0.0,0.0,0,0,0.0,0
PreferentialBot,0.0,3.172914053080412e-05,0.0,0.0,0,0,0.0,0
EranBot,0.0,0.0,0.0007552727478710749,0.0,0,0,0.0,0
Choboty,0.0,0.0,0.0,0.20512820512820512,0,0,0.0,0
EmausBot,9.500916838474912e-06,0.0013814379646488561,0.0,0.03247863247863248,0,0,0.0,0
SuccuBot,0.0,0.0014009635895908894,0.0,0.5333333333333333,0,0,0.0,0
CommonsDelinker,0.0,6.58989841793624e-05,0.0,0.0,0,0,0.0,0
CyclingInitBot,0.0004227907993121336,0.0021527001498591715,0.0,0.0,0,0,0.0,0
ZkBot,0.0,2.4407031177541625e-06,0.0,0.005128205128205128,0,0,0.0,0
Dexbot,0.0,1.2203515588770813e-05,0.0,0.0,0,0,0.0,0
KasparBot,0.0,0.0006394642168515906,0.0,0.0,0,0,0.0,0
Github-wiki-bot,0.0,0.00012691656212321647,0.0,0.0,0,0,0.0,0
QuickStatementsBot,0.3137915308827302,0.6006936478260657,0.6767999093672703,0.0,0,0,0.0,0
Krdbot,0.0,0.0,5.664545609033062e-05,0.005128205128205128,0,0,0.0,0
Peter17-Bot,0.0,2.4407031177541626e-05,0.0,0.0,0,0,0.0,0
Robbot,0.0,0.0005052255453751117,0.0,0.0,0,0,0.0,0
Atobot,0.0,0.0,0.0,0.0017094017094017094,0,0,0.0,0
BotMultichillT,0.00023277246254263536,7.322109353262488e-06,0.0,0.0,0,0,0.0,0
Chobot,0.0,0.0003197321084257953,0.0,0.0,0,0,0.0,0
Mr.Ibrahembot,5.225504261161202e-05,0.0006126164825562948,0.0009440909348388437,0.17264957264957265,0,0,0.0,0
Rezabot,0.0,4.881406235508325e-06,0.0,0.0,0,0,0.0,0
TptBot,0.0,0.00032949492089681193,0.0,0.0,0,0,0.0,0
Florentyna,0.0,6.58989841793624e-05,0.0,0.0017094017094017094,0,0,0.0,0
Citationgraph bot 2,0.0,0.24785584231105298,0.0,0.0,0,0,0.0,0
PintochBot,0.0,0.10091331110666361,0.0,0.0,0,0,0.0,0
Citationgraph bot,0.0,0.001605982651482239,0.0,0.0,0,0,0.0,0
NikkiBot,0.0,0.16619723810035195,0.3214440814939295,0.0,0,0,0.0,0
Edoderoobot,0.0,0.0680443622198683,0.0,0.0,0,0,0.0,0
NoclaimsBot,0.0,2.4407031177541626e-05,0.0,0.0,0,0,0.0,0
Revibot,0.00019951925360797316,0.0,0.0,0.0,0,0,0.0,0
